user key,datetime,meter reading,diff
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,19/05/2017 01:17:53,178680,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,19/05/2017 00:17:53,178680,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 23:17:53,178671,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 22:17:55,178671,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 21:17:55,178669,14
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 20:17:55,178655,40
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 19:17:55,178615,22
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 18:19:07,178593,17
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 17:19:07,178576,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 16:19:07,178573,34
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 15:19:07,178539,41
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 14:17:55,178498,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 13:17:55,178488,22
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 12:17:55,178466,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 11:17:55,178456,15
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 10:17:54,178441,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 09:17:54,178440,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 08:17:54,178438,37
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 07:17:54,178401,21
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 06:17:57,178380,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 05:17:57,178380,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 04:17:57,178380,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 03:17:57,178380,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 02:17:55,178380,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 01:17:55,178380,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,18/05/2017 00:17:55,178372,24
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 23:17:55,178348,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 22:17:56,178348,11
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 21:17:56,178337,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 20:17:56,178330,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 19:17:56,178325,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 18:17:57,178321,44
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 17:17:57,178277,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 16:17:57,178258,44
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 15:17:57,178214,23
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 14:17:59,178191,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 13:17:59,178183,14
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 12:17:59,178169,24
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 11:17:59,178145,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 10:18:01,178144,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 09:18:01,178144,30
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 08:18:01,178114,34
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 07:18:01,178080,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 06:18:01,178078,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 05:18:01,178078,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 04:18:01,178078,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 03:18:01,178078,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 02:18:00,178078,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 01:18:00,178078,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,17/05/2017 00:18:00,178078,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 23:18:00,178078,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 22:17:59,178066,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 21:17:59,178065,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 20:17:59,178057,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 19:17:59,178052,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 18:18:00,178043,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 17:18:00,178042,44
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 16:18:00,177998,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 15:18:00,177989,48
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 14:18:00,177941,15
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 13:18:00,177926,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 12:18:00,177918,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 11:18:00,177908,24
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 10:18:01,177884,75
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 09:18:01,177809,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 08:18:01,177805,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 07:18:01,177796,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 06:18:02,177796,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 05:18:02,177796,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 04:18:02,177796,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 03:18:02,177796,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 02:18:04,177796,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 01:18:04,177796,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,16/05/2017 00:18:04,177796,26
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 23:18:04,177770,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 22:18:03,177751,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 21:18:03,177741,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 20:18:03,177741,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 19:18:03,177732,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 18:18:06,177722,21
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 17:18:06,177701,40
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 16:18:06,177661,39
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 15:18:06,177622,25
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 14:18:04,177597,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 13:18:04,177587,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 12:18:04,177587,21
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 11:18:04,177566,54
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 10:18:04,177512,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 09:18:04,177503,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 08:18:04,177498,15
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 07:18:04,177483,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 06:18:09,177476,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 05:18:09,177476,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 04:18:09,177476,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 03:18:09,177476,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 02:18:06,177476,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 01:18:06,177476,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,15/05/2017 00:18:06,177476,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 23:18:06,177457,37
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 22:18:06,177420,24
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 21:18:06,177396,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 20:18:06,177392,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 19:18:06,177392,40
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 18:18:07,177352,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 17:18:07,177352,22
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 16:18:07,177330,14
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 15:18:07,177316,18
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 14:18:07,177298,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 13:18:07,177292,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 12:18:07,177292,32
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 11:18:07,177260,60
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 10:18:08,177200,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 09:18:08,177188,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 08:18:08,177179,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 07:18:08,177170,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 06:18:10,177170,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 05:18:10,177169,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 04:18:10,177160,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 03:18:10,177160,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 02:18:09,177160,14
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 01:18:09,177146,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,14/05/2017 00:18:09,177143,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 23:18:09,177134,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 22:18:09,177133,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 21:18:09,177133,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 20:18:09,177130,7
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 19:18:09,177123,62
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 18:18:10,177061,40
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 17:18:10,177021,59
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 16:18:10,176962,30
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 15:18:10,176932,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 14:18:11,176932,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 13:18:11,176930,35
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 12:18:11,176895,25
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 11:18:11,176870,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 10:18:09,176861,18
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 09:18:09,176843,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 08:18:09,176843,13
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 07:18:09,176830,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 06:18:13,176822,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 05:18:13,176822,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 04:18:13,176822,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 03:18:13,176822,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 02:18:12,176822,27
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 01:18:12,176795,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,13/05/2017 00:18:12,176794,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 23:18:12,176794,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 22:18:14,176794,4
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 21:18:14,176790,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 20:18:14,176790,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 19:18:14,176784,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 18:18:13,176784,49
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 17:18:13,176735,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 16:18:13,176729,40
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 15:18:13,176689,17
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 14:18:16,176672,27
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 13:18:16,176645,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 12:18:16,176645,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 11:18:16,176643,60
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 10:18:15,176583,70
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 09:18:15,176513,43
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 08:18:15,176470,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 07:18:15,176470,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 06:18:16,176470,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 05:18:16,176470,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 04:18:16,176470,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 03:18:16,176470,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 02:18:16,176470,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 01:18:16,176470,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,12/05/2017 00:18:16,176470,13
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 23:18:16,176457,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 22:18:17,176455,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 21:18:17,176450,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 20:18:17,176431,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 19:18:17,176431,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 18:18:16,176428,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 17:18:16,176420,1
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 16:18:16,176419,45
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 15:18:16,176374,11
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 14:18:19,176363,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 13:18:19,176351,44
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 12:18:19,176307,34
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 11:18:19,176273,21
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 10:18:17,176252,21
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 09:18:17,176231,89
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 08:18:17,176142,16
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 07:18:17,176126,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 06:18:20,176126,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 05:18:20,176126,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 04:18:20,176126,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 03:18:20,176126,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 02:23:49,176126,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 01:23:49,176126,18
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,11/05/2017 00:23:49,176108,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 23:23:49,176099,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 22:18:19,176099,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 21:18:19,176099,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 20:18:19,176089,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 19:18:19,176079,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 18:18:19,176073,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 17:18:19,176071,15
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 16:18:19,176056,42
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 15:18:19,176014,13
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 14:18:20,176001,11
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 13:18:20,175990,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 12:18:20,175981,40
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 11:18:20,175941,6
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 10:18:21,175935,47
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 09:18:21,175888,62
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 08:18:21,175826,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 07:18:21,175826,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 06:19:19,175826,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 05:19:19,175826,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 04:19:19,175826,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 03:19:19,175826,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 02:18:22,175821,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 01:18:22,175813,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,10/05/2017 00:18:22,175813,24
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 23:18:22,175789,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 22:18:24,175787,16
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 21:18:24,175771,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 20:18:24,175769,11
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 19:18:24,175758,11
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 18:18:22,175747,41
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 17:18:22,175706,21
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 16:18:22,175685,51
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 15:18:22,175634,8
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 14:18:25,175626,16
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 13:18:25,175610,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 12:18:25,175610,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 11:18:25,175601,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 10:18:23,175598,20
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 09:18:23,175578,19
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 08:18:23,175559,14
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 07:18:23,175545,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 06:18:30,175545,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 05:18:30,175545,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 04:18:30,175545,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 03:18:30,175545,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 02:18:26,175545,9
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 01:18:26,175536,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,09/05/2017 00:18:26,175536,16
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 23:18:26,175520,5
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 22:18:25,175515,3
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 21:18:25,175512,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 20:18:25,175512,23
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 19:18:25,175489,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 18:18:28,175479,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 17:18:28,175467,18
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 16:18:28,175449,48
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 15:18:28,175401,13
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 14:18:28,175388,38
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 13:18:28,175350,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 12:18:28,175340,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 11:18:28,175330,12
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 10:18:29,175318,2
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 09:18:29,175316,46
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 08:18:29,175270,10
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 07:18:29,175260,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 06:18:28,175260,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 05:18:28,175260,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 04:18:28,175260,0
1c2c3f2d-c3ff-4487-b83c-6b9fce3818f5,08/05/2017 03:18:28,175260,0
